Code SAP;Code 6 chiffres;Libellé;Libellé Long;Product Brand;Umbrella Brand;Sous-marque;Marque;Pôle;Cluster;Famille;Product Type;Source;Date de lancement;Date d'arrêt;Multi-affectation Usine;Usine 1;Usine 2;Usine 3;Pays Cial 1;Pays Cial 2;Pays Cial 3;Pays Cial 4;Atelier SAP;Sous_Atelier1 ;Transformable;Nature du stickage;Typologie du stickage;Type de copacking;Produit source;Commentaires2;CE 1;Facilité dégagement;Passage par CE;Délai transport Usine=>Base;Prévisionniste;Forecast Type;Unité de Besoin Cial;Incertit Prev;Code Spécifique ;Code canni 1;Code canni 2;Code canni 3;Code switch;Type Promo;Code produit de référence;Type palette;Nbre UV par caisse;Nbre caisses par couche;Nbre caisses par palette;Poids brut palette;Poids net caisse;Forecast Class;Forecast Unit;EAN 13;Nbre pots par UV;EAN canni
120162;120162;DANONE LE NAT 12;DANONE FERME NATURE 125X12;DANONE SET PLAIN;DANONE;Danone Nature Caillé;DANONE;;;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;Bailleul (FR); ;F63 - KISS;FR;;;;Set yoghurt;2 PPN;NON;;;;;;;;Non;N/A;PE;;DANONE X12;N/A;;;;;;>>> Promo Hors Lot;120162;Europe;4;9;108;744;6;N/A;N/A;3033490004538;12;
120163;120163;DANONE LE NAT 16;DANONE FERME NATURE 125X16;DANONE SET PLAIN;DANONE;Danone Nature Caillé;DANONE;;;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;Bailleul (FR); ;F63 - KISS;FR;;;;Set yoghurt;2 PPN;NON;;;;;;;;Non;N/A;PE;;DANONE X16;N/A;;;;;;>>> Promo Hors Lot;120163;Europe;3;9;108;746;6;N/A;N/A;3033490004545;16;
120164;120164;DANONE LE NAT8 OD;DANONE FERME NAT 125X8 OD;DANONE SET PLAIN;DANONE;Danone Nature Caillé;DANONE;;;Lot;;Danone France;1-oct-2017;1-déc-2099;Non;Bailleul (FR); ;F63 - KISS;FR;;;;Set yoghurt;2 PPN;OUI;Copacking d'ajustement;;;120160;;;;Non;N/A;PE;;DANONE X8;N/A;;;;;;>>> Promo Hors Lot;120164;Europe;3;9;216;733;3;N/A;N/A;3033490004552;8;
120165;120165;DAN BRAS 12+4 PAN;VELOUTE FRUIX PANACHE 125X12+4GT;VELOUTE AUX FRUITS;VELOUTE;Vel fruix en pots;VELOUTE;;6;Lot;;Danone France;1-oct-2017;1-avr-2018;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;Velouté;OUI;Stickage d'ajustement;;;120168;;;;Non;N/A;PE;;>>VELOUTE_FRUITS_12+4 LOT;N/A;;120168;120170;;;>>> Promo Lot;120168;Europe;3;9;108;732;6;N/A;N/A;3033490004620;16;
120166;120166;DAN BRAS 4 FRAISE;VELOUTE FRUIX FRAISE 125X4;VELOUTE AUX FRUITS;VELOUTE;Vel fruix en pots;VELOUTE;;6;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;Velouté;NON;;;;;;;;Non;N/A;PE;;VELOUTE FRUIX X4;N/A;;;;;;>>> Promo Hors Lot;120166;Europe;6;9;216;739;3;N/A;N/A;3033490004637;4;
120167;120167;DAN BRAS 4 FRAMB;VELOUTE FRUIX FRAMBOISE 125X4;VELOUTE AUX FRUITS;VELOUTE;Vel fruix en pots;VELOUTE;;6;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;Velouté;NON;;;;;;;;Non;N/A;PE;;VELOUTE FRUIX X4;N/A;;;;;;>>> Promo Hors Lot;120167;Europe;6;9;216;739;3;N/A;N/A;3033490004644;4;
120168;120168;DAN BRAS 16 PAN;VELOUTE FRUIX PANACHE 125X16;VELOUTE AUX FRUITS;VELOUTE;Vel fruix en pots;VELOUTE;;6;FdR;;Danone France;1-oct-2017;1-déc-2099;Oui;Villecomtal (FR);St Just(FR);F63 - KISS;FR;;;;Stirred yoghurt;Velouté;NON;;;;;;;;Non;N/A;PE;;VELOUTE FRUIX X16;N/A;;;;;;>>> Promo Hors Lot;120168;Europe;3;9;108;744;6;N/A;N/A;3033490004651;16;
120169;120169;DAN BRAS 8 JAUNES;VELOUTE FRUIX JAUNES 125X8;VELOUTE AUX FRUITS;VELOUTE;Vel fruix en pots;VELOUTE;;6;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;Velouté;NON;;;;;;;;Non;N/A;PE;;VELOUTE FRUIX X8;N/A;;;;;;>>> Promo Hors Lot;120169;Europe;3;9;216;725;3;N/A;N/A;3033490004668;8;
120170;120170;DAN BRAS 12 PAN;VELOUTE FRUIX PANACHE 125X12;VELOUTE AUX FRUITS;VELOUTE;Vel fruix en pots;VELOUTE;;6;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;Velouté;NON;;;;;;;;Non;N/A;PE;;VELOUTE FRUIX X12;N/A;;;;;;>>> Promo Hors Lot;120170;Europe;4;9;108;721;6;N/A;N/A;3033490004675;12;
120171;120171;DAN BRAS 8 ROUGES;VELOUTE FRUIX ROUGES 125X8;VELOUTE AUX FRUITS;VELOUTE;Vel fruix en pots;VELOUTE;;6;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;Velouté;NON;;;;;;;;Non;N/A;PE;;VELOUTE FRUIX X8;N/A;;;;;;>>> Promo Hors Lot;120171;Europe;3;9;216;725;3;N/A;N/A;3033490004682;8;
120173;120173;DANONE BRA 12 NAT;VELOUTE NATURE 125X12;VELOUTE NATURE;VELOUTE;Vel nature;VELOUTE;;6;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;ST Just (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;Velouté;NON;;;;;;;;Non;N/A;PE;;VELOUTE NATURE X12;N/A;;;;;;>>> Promo Hors Lot;120173;Europe;4;9;108;721;6;N/A;N/A;3033490004569;12;
120174;120174;DANONE BRA 16 NAT;VELOUTE NATURE 125X16;VELOUTE NATURE;VELOUTE;Vel nature;VELOUTE;;6;FdR;;Danone France;1-oct-2017;1-déc-2099;Oui;ST Just (FR);Villecomtal (FR);F63 - KISS;FR;;;;Stirred yoghurt;Velouté;NON;;;;;;;;Non;N/A;PE;;VELOUTE NATURE X16;N/A;;;;;;>>> Promo Hors Lot;120174;Europe;3;9;108;722;6;N/A;N/A;3033490004576;16;
120175;120175;DANONE BRA 4 NAT;VELOUTE NATURE 125X4;VELOUTE NATURE;VELOUTE;Vel nature;VELOUTE;;6;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;ST Just (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;Velouté;NON;;;;;;;;Non;N/A;PE;;VELOUTE NATURE X4;N/A;;;;;;>>> Promo Hors Lot;120175;Europe;6;9;216;714;3;N/A;N/A;3033490004583;4;
120176;120176;DANONE BRA 8 NAT;VELOUTE NATURE 125X8;VELOUTE NATURE;VELOUTE;Vel nature;VELOUTE;;6;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;ST Just (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;Velouté;NON;;;;;;;;Non;N/A;PE;;VELOUTE NATURE X8;N/A;;;;;;>>> Promo Hors Lot;120176;Europe;6;9;108;726;6;N/A;N/A;3033490004590;8;
120214;120214;DANINO12X50 BE;DANONINO FRUIT PANACHE 50X12 BE;PETIT GERVAIS FRUITS;PETIT GERVAIS;Export;EXPORT;;;Export;;Danone France;25-janv-2017;1-déc-2099;Non;Ferrières (FR); ;F48;BE;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;8;8;128;698;4,8;N/A;N/A;5410146416170;12;
120215;120215;DINO DUO 6X100 BE;DANONINO DUO FRAI BAN 100X6 BE;PETIT GERVAIS FRUITS;PETIT GERVAIS;Export;EXPORT;;;Export;;Danone France;25-janv-2017;1-déc-2099;Non;Ferrières (FR); ;F63 - OTHERS;BE;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;4;9;216;599;2,4;N/A;N/A;5410146416163;6;
120216;120216;DINO6X100 FRAI BE;DANONINO FRAISE 100X6 BE;PETIT GERVAIS FRUITS;PETIT GERVAIS;Export;EXPORT;;;Export;;Danone France;25-janv-2017;1-déc-2099;Non;Ferrières (FR); ;F63 - OTHERS;BE;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;4;9;216;599;2,4;N/A;N/A;5410146416187;6;
120221;120221;DANOON 6 FR AB NL;DANOONTJE DUO FRA ABR BA 50X6 NL;DANOONTJE;DANOONTJE;Export;EXPORT;;;Export;;Danone France;25-janv-2017;1-déc-2099;Non;Ferrières (FR); ;0;NL;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;8;8;248;668;2,4;N/A;N/A;8713788122001;6;
120222;120222;DANOON 4 FR AB NL;DANOONTJE FRAIS ABRIC 100X4 NL;DANOONTJE;DANOONTJE;Export;EXPORT;;;Export;;Danone France;25-janv-2017;1-déc-2099;Non;Ferrières (FR); ;0;NL;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;6;9;216;586;2,4;N/A;N/A;8713788122070;4;
120223;120223;DINO FRA ABR 4 CH;DANONINO FRAISE ABRICOT 100X4 CH;FRUCHTZWERGE FROMAGE;FRUCHTZWERGE;Export;EXPORT;;;Export;;Danone France;25-janv-2017;1-déc-2099;Non;Ferrières (FR); ;0;CH;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;6;9;216;586;2,4;N/A;N/A;4009700036179;4;
120224;120224;FZW4 FRAI ABR DE;FRUCHTZWERGE FRAI ABRI 100X4 DE;FRUCHTZWERGE FROMAGE;FRUCHTZWERGE;Export;EXPORT;;;Export;;Danone France;25-janv-2017;1-déc-2099;Non;Ferrières (FR); ;0;DE;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;6;9;216;586;2,4;N/A;N/A;4009700036100;4;
120225;120225;FZW4 DUO DE;FRUCHTZWERGE DUO FRA BA 95X4 DE;FRUCHTZWERGE FROMAGE;FRUCHTZWERGE;Export;EXPORT;;;Export;;Danone France;25-janv-2017;1-avr-2018;Non;Ferrières (FR); ;0;DE;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;6;9;216;560;2,28;N/A;N/A;4009700036087;4;
120226;120226;DANONINO 6 DE D;DANONINO ABR FRAI BAN 100X6 DE D;FRUCHTZWERGE FROMAGE;FRUCHTZWERGE;Export;EXPORT;;;Export;;Danone France;25-janv-2017;1-déc-2099;Non;Ferrières (FR); ;0;DE;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;4;9;216;599;2,4;N/A;N/A;4009700036063;6;
120227;120227;DANONI6 FRAI DE D;DANONINO FRAISE 100X6 DE D;FRUCHTZWERGE FROMAGE;FRUCHTZWERGE;Export;EXPORT;;;Export;;Danone France;6-nov-2017;1-déc-2099;Non;Ferrières (FR); ;0;DE;;;;Cheese;Export;NON;;;;;;;;Non;N/A;Export;;;N/A;;;;;;;Erreur;Europe;4;9;216;599;2,4;N/A;N/A;4009700036834;6;
120228;120228;DANONINO 5+1 DE;DANONINO 5+1 APR STRAW BAN 100X6 DE;FRUCHTZWERGE FROMAGE;FRUCHTZWERGE;Export;EXPORT;;;Export;;Danone France;25-janv-2017;1-déc-2099;Non;Ferrières (FR); ;0;DE;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;4;9;216;599;2,4;N/A;N/A;4009700036049;6;
120229;120229;DANONINO 6 DE;DANONINO ABR FRAI BAN 100X6 DE;FRUCHTZWERGE FROMAGE;FRUCHTZWERGE;Export;EXPORT;;;Export;;Danone France;25-janv-2017;1-déc-2099;Non;Ferrières (FR); ;0;DE;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;4;9;216;599;2,4;N/A;N/A;4009700036025;6;
120237;120237;DANO8 95 FR AB SW;DANONINO FRAISE ABRICOT 95X8 SW;FRUCHTZWERGE FROMAGE;FRUCHTZWERGE;Export;EXPORT;;;Export;;Danone France;25-janv-2017;1-déc-2099;Non;Ferrières (FR); ;0;SDN;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;6;9;126;653;4,56;N/A;N/A;7350000550115;8;
120501;120501;DANO 6+6 PANACHE;DANONINO PANACHE 50X6 +6 GT;DANONINO FLAVOURED;DANONINO;GAF 50;GAF;;;Lot;;Danone France;15-janv-2017;1-avr-2018;Non;Ferrières (FR); ;F48;FR;;;;Cheese;Gaf 50;OUI;Copacking de production;;;91680;;;N/A;Non;N/A;Luc;N/A;>>PGF_FRUITS_12 LOT;N/A;;122525;122528;;;>>> Promo Lot;122525;Europe;8;8;128;698;4,8;N/A;N/A;3033491205019;12;
120507;120507;DANONE BRAS 4 PEC;VELOUTE FRUIX PECHE 125X4;VELOUTE AUX FRUITS;VELOUTE;Vel fruix en pots;VELOUTE;;6;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;Velouté;NON;;;;;;;;Non;N/A;PE;;VELOUTE FRUIX X4;N/A;;;;;;>>> Promo Hors Lot;120507;Europe;6;9;216;714;3;N/A;N/A;3033490004729;4;
120508;120508;DAN BRAS 12 PAN D;VELOUTE FRUIX PANACHE 125X12 D;VELOUTE AUX FRUITS;VELOUTE;Vel fruix en pots;VELOUTE;;6;FdR;;Danone France;1-oct-2017;15-févr-2018;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;Velouté;NON;;;;;;;;Non;N/A;PE;;;N/A;;;;;;>>> Promo Hors Lot;120508;Europe;4;9;108;721;6;N/A;N/A;3033490004675;12;
120547;120547;FZW4 FRAI ABR DE;FZW STRAW/CHER/RASP 8X6X50G DE;FRUCHTZWERGE FROMAGE;FRUCHTZWERGE;Export;EXPORT;;;Export;;Danone France;22-janv-2018;1-déc-2099;Non;Ferrières (FR); ;0;DE;;;;Cheese;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;8;8;240;645;2,4;N/A;N/A;4009700035707;6;
120819;120819;DANY 4X100 CHOCO;DANY CHOCOLAT 100X4;DANY FLAVOURS;DANY;Dany;DANY;;;FdR;Deb réno 201702;Danone France;1-févr-2017;1-déc-2099;Non;Le Molay (FR); ;F63 - OTHERS;FR;;;;Dessert;FLAN;NON;;;;;;;N/A;Non;N/A;PE;N/A;;N/A;;;;;;;Erreur;Europe;6;9;216;608;2,4;N/A;N/A;3033491208195;4;
120836;120836;ARO AFH 4 12PC;DANONE ARO PANACHE 125X4 AFH;DANONE FLAVOURED;DANONE;CHD scolaire;CHD;;;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;Bailleul (FR); ;F63 - KISS;FR;BE;;;Set yoghurt;3 RHD;NON;;;;;;;;Non;N/A;PE;;;N/A;;;;;;>>> Promo Hors Lot;120836;Europe;12;9;108;711;6;N/A;N/A;3033491208362;4;
120837;120837;NATSUC AFH 4 12PC;DANONE NAT SUCRE 125GX4 AFH;DANONE SUGAR;DANONE;CHD scolaire;CHD;;;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;Bailleul (FR); ;F63 - KISS;FR;BE;;;Set yoghurt;3 RHD;NON;;;;;;;;Non;N/A;PE;;;N/A;;;;;;>>> Promo Hors Lot;120837;Europe;12;9;108;711;6;N/A;N/A;3033491208379;4;
120838;120838;DEF AFH 8;DANONE YOG FRUIT 125GX8 AFH;DANONE STIRRED FRUIT;DANONE;CHD scolaire;CHD;;;FdR;;Danone France;1-déc-2017;1-avr-2018;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;Velouté;NON;;;;;;;;Non;N/A;PE;;;N/A;;;;;;>>> Promo Hors Lot;120838;Europe;6;9;108;725;6;N/A;N/A;3033491208386;8;
120839;120839;YOG4 ARO AFH DU;DANONE ARO PAN 125X4 AFH DU;DANONE FLAVOURED;DANONE;CHD scolaire;CHD;;;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;Bailleul (FR); ;F63 - KISS;FR;;;;Set yoghurt;3 RHD;NON;;;;;;;;Non;N/A;PE;;;N/A;;;;;;>>> Promo Hors Lot;120839;Europe;12;9;108;711;6;N/A;N/A;3033491208362;4;
120840;120840;NAT4 SUCRE AFH DU;DANONE NAT SUC 125GX4 AFH DU;DANONE SUGAR;DANONE;Danone Sugar Caillé;DANONE;;;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;Bailleul (FR); ;F63 - KISS;FR;;;;Set yoghurt;3 RHD;NON;;;;;;;;Non;N/A;PE;;DANONE X4;N/A;;;;;;>>> Promo Hors Lot;120840;Europe;12;9;108;711;6;N/A;N/A;3033491208379;4;
120841;120841;DANONE BRAS 8 PAN;VELOUTE FRUIX PANACHES 125X8 AFH;VELOUTE AUX FRUITS;VELOUTE;Vel fruix en pots;VELOUTE;;6;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;Villecomtal (FR); ;F63 - KISS;FR;;;;Stirred yoghurt;Velouté;NON;;;;;;;;Non;N/A;PE;;;N/A;;;;;;>>> Promo Hors Lot;120841;Europe;6;9;108;737;6;N/A;N/A;3033490004699;8;
121098;121098;DAN SUI 12 NAT 20%;DANONE PETIT FRAIS NAT 60X12 3,9%;PETIT SUISSE;DANONE;Danone Suisse;DANONE;;;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;Le Molay (FR); ;F48;FR;;;;Cheese;PSN;NON;;;;;;;;Non;N/A;PE;;PETIT FRAIS X12;N/A;;;;;;>>> Promo Hors Lot;121098;Europe;8;8;112;727;5,76;N/A;N/A;3033491210983;12;
121107;121107;DAN SUI 6 NAT 20%;DANONE PETIT FRAIS NAT 60X6 3,9%;PETIT SUISSE;DANONE;Danone Suisse;DANONE;;;FdR;;Danone France;1-oct-2017;1-déc-2099;Non;Le Molay (FR); ;F48;FR;;;;Cheese;PSN;NON;;;;;;;;Non;N/A;PE;;PETIT FRAIS X6;N/A;;;;;;>>> Promo Hors Lot;121107;Europe;8;8;224;721;2,88;N/A;N/A;3033491211072;6;
121212;121212;ACT4 PRUNE HCS;ACTIVIA LIT PRUNEAU 125X4 HCS;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;Deb Réno 201704;Danone France;1-mars-2017;1-mars-2018;Non;St Just (FR); ;F63 - KISS;SK;HU;;;Stirred yoghurt;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;6;9;216;714;3;N/A;N/A;8595002107076;4;
121213;121213;ACT4 MYR ACAI HCS;ACTIVIA LIT MYRTILLE ACAI 125X4 HCS;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;Deb Réno 201704;Danone France;1-mars-2017;1-mars-2018;Non;St Just (FR); ;F63 - KISS;SK;HU;;;Stirred yoghurt;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;6;9;216;714;3;N/A;N/A;8595002107069;4;
121214;121214;ACT4 STR PGR HCS;ACTIVIA LIT FRAISE GRENADE 125X4 HCS;ACTIVIA YOGHURT FRUITS;ACTIVIA;Export;EXPORT;;;Export;Deb Réno 201704;Danone France;1-mars-2017;1-mars-2018;Non;St Just (FR); ;F63 - KISS;SK;HU;;;Stirred yoghurt;Export;NON;;;;;;;N/A;Non;N/A;Export;N/A;;N/A;;;;;;;Erreur;Europe;6;9;216;714;3;N/A;N/A;8595002107052;4;
121313;121313;ACTM10 MULTI EDIT;ACTIMEL SAV MULT 100X10 EDIT LIM;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;Lot;;Import;1-avr-2017;1-déc-2099;Oui;Rotselaar (BE);Aldaya (ES);BA100ml;FR;;;;IMPORT;Act x10 Promo;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_ARO_10 LOT;N/A;;121321;121612;;;>>> Promo Lot;121321;Europe;4;8;128;643;4;N/A;N/A;3033491213137;10;
121314;121314;ACTM10 FRAIS EDIT;ACTIMEL SAV FRAI 100X10 EDIT LIM;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;Lot;;Import;1-avr-2017;1-déc-2099;Oui;Rotselaar (BE);Aldaya (ES);BA100ml;FR;;;;IMPORT;Act x10 Promo;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_ARO_10 LOT;N/A;;121319;121447;;;>>> Promo Lot;121319;Europe;4;8;128;643;4;N/A;N/A;3033491213144;10;
121315;121315;ACTM10 NAT EDIT;ACTIMEL NATURE 100X10 EDIT LIM;ACTIMEL DRINK NATURAL;ACTIMEL;Actimel nature;ACTIMEL;BA100ml;6;Lot;;Import;1-avr-2017;1-déc-2099;Oui;Rotselaar (BE);Aldaya (ES);BA100ml;FR;;;;IMPORT;Act x10 Promo;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_NATURE_10 LOT;N/A;;121320;121447;;;>>> Promo Lot;121320;Europe;4;8;128;643;4;N/A;N/A;3033491213151;10;
121316;121316;ACTM6 FRAIS EDIT;ACTIMEL SAV FRAIS 100X6 EDIT LIM;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;Lot;;Import;2-mai-2017;1-avr-2018;Oui;Rotselaar (BE);Aldaya (ES);BA100ml;FR;;;;IMPORT;Act x6 Promo;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_ARO_6 LOT;N/A;;121447;;;;>>> Promo Lot;121447;Europe;4;16;256;743;2,4;N/A;N/A;3033491213168;6;
121317;121317;ACTM6 MULTFR EDIT;ACTIMEL SAV MULTI 100X6 EDIT LIM;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;Lot;;Import;2-mai-2017;1-avr-2018;Oui;Rotselaar (BE);Aldaya (ES);BA100ml;FR;;;;IMPORT;Act x6 Promo;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_ARO_6 LOT;N/A;;121321;;;;>>> Promo Lot;121321;Europe;4;16;256;743;2,4;N/A;N/A;3033491213175;6;
121318;121318;ACTM6 NAT EDIT;ACTIMEL NATURE 100X6 EDIT LIM;ACTIMEL DRINK NATURAL;ACTIMEL;Actimel nature;ACTIMEL;BA100ml;6;Lot;;Import;2-mai-2017;1-avr-2018;Oui;Rotselaar (BE);Aldaya (ES);BA100ml;FR;;;;IMPORT;Act x6 Promo;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_ARO_6 LOT;N/A;;121447;121446;;;>>> Promo Lot;121447;Europe;4;16;256;743;2,4;N/A;N/A;3033491213182;6;
121319;121319;ACTM12 FRAISE;ACTIMEL SAV FRAISE 100X12;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;FdR;;Import;1-avr-2017;1-déc-2099;Oui;Aldaya (ES);& Rotselaar (BE);BA100ml;FR;;;;IMPORT;Act x12;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_ARO_12 FDR;N/A;;;;;;>>> Promo Hors Lot;121319;Europe;4;8;128;757;4,8;N/A;N/A;3033491213199;12;
121320;121320;ACTM12 NATURE;ACTIMEL NATURE 100X12;ACTIMEL DRINK NATURAL;ACTIMEL;Actimel nature;ACTIMEL;BA100ml;6;FdR;;Import;1-avr-2017;1-déc-2099;Oui;Aldaya (ES);& Rotselaar (BE);BA100ml;FR;;;;IMPORT;Act x12;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_NATURE_12 FDR;N/A;;;;;;>>> Promo Hors Lot;121320;Europe;4;8;128;757;4,8;N/A;N/A;3033491213205;12;
121321;121321;ACTM8 MULTI FR;ACTIMEL SAV MULTIFRUITS 100X8;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;FdR;;Import;1-avr-2017;1-déc-2099;Oui;Rotselaar (BE);Aldaya (ES);BA100ml;FR;;;;IMPORT;Act x8;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_ARO_8 FDR;N/A;;;;;;>>> Promo Hors Lot;121321;Europe;3;16;256;743;2,4;N/A;N/A;3033491213212;8;
121424;121424;ACTM6 COCO EDIT;ACTIMEL SAV COCO 100X6 EDIT LIM;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;Lot;;Import;2-mai-2017;1-avr-2018;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act x6 Promo;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_ARO_6 LOT;N/A;;121449;;;;>>> Promo Lot;121449;Europe;4;16;256;711;2,4;N/A;N/A;3033491214240;6;
121425;121425;ACTM6 MYRT EDIT;ACTIMEL SAV MYRT 100X6 EDIT LIM;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;Lot;;Import;2-mai-2017;1-avr-2018;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act x6 Promo;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_ARO_6 LOT;N/A;;121448;121445;;;>>> Promo Lot;121448;Europe;4;16;256;711;2,4;N/A;N/A;3033491214257;6;
121428;121428;ACTM10 BOIS EDIT;ACTIMEL FRT DES BOIS 100X10 EDIT LIM;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;Lot;;Import;1-avr-2017;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act x10 Promo;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_ARO_10 LOT;N/A;;121613;121448;;;>>> Promo Lot;121613;Europe;4;8;128;605;4;N/A;N/A;3033491214288;10;
121429;121429;ACTM10 NAT0% EDIT;ACTIMEL NAT 0% 100X10 EDIT LIM;ACTIMEL DRINK NATURAL;ACTIMEL;Actimel nature;ACTIMEL;BA100ml;6;Lot;;Import;1-avr-2017;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act x10 Promo;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_0%_10 LOT;N/A;;121450;;;;>>> Promo Lot;121450;Europe;4;8;128;605;4;N/A;N/A;3033491214295;10;
121444;121444;ACTM 4 GRENADE;ACTIMEL SAV GRENADE 100X4;ACTIMEL DRINK FRUITS;ACTIMEL;Actimel aro;ACTIMEL;BA100ml;6;FdR;;Import;1-avr-2017;1-déc-2099;Non;Rotselaar (BE); ;BA100ml;FR;;;;IMPORT;Act x4;NON;;;;;;;N/A;Non;N/A;Roxane;N/A;>>ACTM_ARO_4 FDR;N/A;;;;;;>>> Promo Hors Lot;121444;Europe;6;16;256;726;2,4;N/A;N/A;3033491214448;4;
